DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,20:40,,,40.790253,-73.93685,"(40.790253, -73.93685)",FDR DRIVE                       ,,,2,0,0,0,0,0,2,0,Following Too Closely,Following Too Closely,Following Too Closely,Unspecified,,3530655,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
09/29/2016,20:40,QUEENS,11357,40.780224,-73.80255,"(40.780224, -73.80255)",WILLETS POINT BOULEVARD         ,FRANCIS LEWIS BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,3530759,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,20:30,BROOKLYN,11226,40.644657,-73.95664,"(40.644657, -73.95664)",BEVERLEY ROAD                   ,EAST 22 STREET,,5,0,0,0,0,0,5,0,Unsafe Speed,Unspecified,Unspecified,,,3530957,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
09/29/2016,20:30,,,40.64491,-73.92192,"(40.64491, -73.92192)",CLARENDON ROAD                  ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3533459,PASSENGER VEHICLE,,,,
09/29/2016,20:30,,,40.789734,-73.9661,"(40.789734, -73.9661)",WEST 93 STREET                  ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3530076,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:28,BROOKLYN,11233,40.678112,-73.90784,"(40.678112, -73.90784)",FULTON STREET                   ,EASTERN PARKWAY,,2,0,0,0,0,0,2,0,Unsafe Speed,Driver Inattention/Distraction,,,,3530566,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON
09/29/2016,20:24,,,40.7968,-73.929375,"(40.7968, -73.929375)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3532314,PASSENGER VEHICLE,TAXI,,,
09/29/2016,20:22,MANHATTAN,10017,40.748825,-73.96984,"(40.748825, -73.96984)",1 AVENUE                        ,EAST 42 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529968,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:20,,,40.795467,-73.94605,"(40.795467, -73.94605)",PARK AVENUE                     ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530656,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,20:20,MANHATTAN,10025,40.80682,-73.96106,"(40.80682, -73.96106)",AMSTERDAM AVENUE                ,WEST 116 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3532004,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:15,,,40.71989,-74.005325,"(40.71989, -74.005325)",WALKER STREET                   ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529919,TAXI,BICYCLE,,,
09/29/2016,20:10,BROOKLYN,11236,,,,remsen avenue                   ,avenue n,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3530007,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,20:10,,,40.738052,-73.85082,"(40.738052, -73.85082)",HORACE HARDING EXPRESSWAY       ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529994,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:00,MANHATTAN,10004,40.706657,-74.015915,"(40.706657, -74.015915)",WEST STREET                     ,MORRIS STREET,,3,0,0,0,0,0,3,0,Fell Asleep,Unspecified,Unspecified,,,3529920,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE
09/29/2016,20:00,,,40.63882,-74.16494,"(40.63882, -74.16494)",,,21        GRANDVIEW AVENUE              ,1,0,0,0,0,0,1,0,Brakes Defective,Unspecified,Unspecified,,,3530420,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
09/29/2016,20:00,BROOKLYN,11214,40.612614,-74.00085,"(40.612614, -74.00085)",NEW UTRECHT AVENUE              ,79 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3531045,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,20:00,,,40.83562,-73.927864,"(40.83562, -73.927864)",OGDEN AVENUE                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530152,PASSENGER VEHICLE,,,,
09/29/2016,20:00,QUEENS,11422,40.66524,-73.73687,"(40.66524, -73.73687)",,,241-20    SOUTH CONDUIT AVENUE          ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529945,Ambul,,,,
09/29/2016,20:00,QUEENS,11421,40.695705,-73.85628,"(40.695705, -73.85628)",85 ROAD                         ,89 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529959,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,20:00,QUEENS,11004,40.736176,-73.71372,"(40.736176, -73.71372)",LITTLE NECK PARKWAY             ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529950,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,1:10,BROOKLYN,11217,40.684395,-73.97835,"(40.684395, -73.97835)",ATLANTIC AVENUE                 ,4 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3529485,PASSENGER VEHICLE,,,,
09/29/2016,1:10,,,40.71356,-74.00904,"(40.71356, -74.00904)",CHURCH STREET                   ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529542,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,1:10,QUEENS,11377,40.744167,-73.91248,"(40.744167, -73.91248)",43 AVENUE                       ,52 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3534261,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,1:05,QUEENS,11418,40.698177,-73.83978,"(40.698177, -73.83978)",86 AVENUE                       ,109 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3529092,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,19:57,QUEENS,11355,40.752007,-73.809845,"(40.752007, -73.809845)",157 STREET                      ,LABURNUM AVENUE,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3530760,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,19:57,MANHATTAN,10022,40.758007,-73.96625,"(40.758007, -73.96625)",EAST 55 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529964,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,19:57,BRONX,10468,40.858673,-73.899216,"(40.858673, -73.899216)",GRAND CONCOURSE                 ,FIELD PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529890,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/29/2016,19:53,BROOKLYN,11236,40.645874,-73.892845,"(40.645874, -73.892845)",EAST 105 STREET                 ,AVENUE J,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529995,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,9:59,BRONX,10453,40.853474,-73.906456,"(40.853474, -73.906456)",WALTON AVENUE                   ,EAST BURNSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529887,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
09/29/2016,9:55,,,40.716618,-73.99723,"(40.716618, -73.99723)",CANAL STREET                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529575,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,9:53,BRONX,10451,40.81622,-73.92125,"(40.81622, -73.92125)",COLLEGE AVENUE                  ,EAST 148 STREET,,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,3530312,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,9:45,QUEENS,11355,40.75814,-73.816536,"(40.75814, -73.816536)",BEECH AVENUE                    ,147 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530534,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,9:40,,,40.78214,-73.824844,"(40.78214, -73.824844)",WHITESTONE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3530446,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,9:40,BROOKLYN,11222,40.725433,-73.951744,"(40.725433, -73.951744)",MANHATTAN AVENUE                ,NORMAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529715,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,9:35,,,,,,RIVERSIDE DRIVE                 ,WEST 173-WEST 175 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530284,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,9:30,MANHATTAN,10036,40.759933,-73.991554,"(40.759933, -73.991554)",,,627       9 AVENUE                      ,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530049,BICYCLE,SPORT UTILITY / STATION WAGON,BICYCLE,SPORT UTILITY / STATION WAGON,
09/29/2016,9:30,,,40.674194,-73.7625,"(40.674194, -73.7625)",137 AVENUE                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530332,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,9:30,BROOKLYN,11234,40.609867,-73.92239,"(40.609867, -73.92239)",,,5100      AVENUE U                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530245,PICK-UP TRUCK,,,,
09/29/2016,9:28,QUEENS,11101,40.740337,-73.93635,"(40.740337, -73.93635)",HUNTERS POINT AVENUE            ,31 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530445,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,19:50,,,40.70115,-73.99144,"(40.70115, -73.99144)",CADMAN PLAZA WEST               ,,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,3529833,PASSENGER VEHICLE,,,,
09/29/2016,19:50,,,40.726444,-73.76579,"(40.726444, -73.76579)",GRAND CENTRAL PKWY              ,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3530458,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,19:46,MANHATTAN,10065,40.761173,-73.95789,"(40.761173, -73.95789)",EAST 63 STREET                  ,YORK AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3529806,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/29/2016,19:45,STATEN ISLAND,10309,40.540184,-74.22359,"(40.540184, -74.22359)",VETERANS ROAD EAST              ,CLAY PIT ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3531905,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,19:45,,,40.602123,-74.18793,"(40.602123, -74.18793)",WEST SHORE EXPRESSWAY           ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3531623,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,19:45,,,40.84046,-73.88596,"(40.84046, -73.88596)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3530047,TAXI,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,19:45,MANHATTAN,10029,40.78917,-73.95275,"(40.78917, -73.95275)",EAST 99 STREET                  ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3530653,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,19:40,MANHATTAN,10016,40.741642,-73.97817,"(40.741642, -73.97817)",2 AVENUE                        ,EAST 29 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3531232,TAXI,TAXI,,,
09/29/2016,19:40,BROOKLYN,11216,40.669704,-73.94774,"(40.669704, -73.94774)",EASTERN PARKWAY                 ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3531544,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,19:38,BROOKLYN,11201,,,,FLATBUSH AVENUE EXTENSION       ,LAFAYETTE STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529829,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,19:35,BROOKLYN,11221,40.687496,-73.93297,"(40.687496, -73.93297)",STUYVESANT AVENUE               ,MONROE STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3531222,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,19:30,QUEENS,11354,40.766598,-73.823906,"(40.766598, -73.823906)",,,34-20     PARSONS BOULEVARD             ,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529944,SPORT UTILITY / STATION WAGON,BICYCLE,,,
09/29/2016,19:30,,,40.7136,-74.0091,"(40.7136, -74.0091)",WILLETS POINT BOULEVARD         ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Failure to Yield Right-of-Way,,,,3530758,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
09/29/2016,19:30,QUEENS,11412,40.694435,-73.75225,"(40.694435, -73.75225)",,,200-20    LINDEN BOULEVARD              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530329,PASSENGER VEHICLE,,,,
09/29/2016,19:30,BROOKLYN,11230,,,,OCEAN PARKWAY                   ,18 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3531253,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,19:10,BROOKLYN,11238,40.678165,-73.962234,"(40.678165, -73.962234)",BERGEN STREET                   ,GRAND AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3530861,PASSENGER VEHICLE,BICYCLE,,,
09/29/2016,19:10,BRONX,10460,40.837673,-73.86548,"(40.837673, -73.86548)",THIERIOT AVENUE                 ,ARCHER STREET,,1,0,1,0,0,0,0,0,Unspecified,,,,,3537541,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,19:10,,,40.764454,-73.97534,"(40.764454, -73.97534)",WEST 58 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530053,PASSENGER VEHICLE,,,,
09/29/2016,19:08,,,40.86507,-73.87185,"(40.86507, -73.87185)",BRONX RIVER PARKWAY             ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3529885,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,19:05,,,40.8651,-73.92189,"(40.8651, -73.92189)",WEST 204 STREET                 ,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3531881,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,19:05,BRONX,10454,40.80565,-73.92062,"(40.80565, -73.92062)",EAST 135 STREET                 ,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,Other Vehicular,,,3530099,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,19:00,,,40.87905,-73.877754,"(40.87905, -73.877754)",WAYNE AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530638,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,19:00,,,40.805668,-73.93648,"(40.805668, -73.93648)",EAST 127 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3532298,PASSENGER VEHICLE,,,,
09/29/2016,19:00,,,,,,68-88 53rd Dr                   ,jay avenue,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530004,PASSENGER VEHICLE,,,,
09/29/2016,19:00,QUEENS,11366,40.735237,-73.77498,"(40.735237, -73.77498)",,,73-27     197 STREET                    ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529821,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,19:00,QUEENS,11354,40.76189,-73.82967,"(40.76189, -73.82967)",138 STREET                      ,37 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3530293,PASSENGER VEHICLE,,,,
09/29/2016,19:00,MANHATTAN,10007,40.712147,-74.00846,"(40.712147, -74.00846)",,,6         BARCLAY STREET                ,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3529827,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,TAXI,
09/29/2016,18:55,,,40.610172,-74.12146,"(40.610172, -74.12146)",MANOR ROAD                      ,,,1,0,1,0,0,0,0,0,,,,,,3531394,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,18:51,,,40.806828,-73.93432,"(40.806828, -73.93432)",THIRD AVE BRIDGE                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3532286,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:50,STATEN ISLAND,10301,40.616413,-74.103516,"(40.616413, -74.103516)",CLOVE ROAD                      ,VICTORY BOULEVARD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3532418,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,18:50,MANHATTAN,10025,40.7966,-73.97039,"(40.7966, -73.97039)",WEST 99 STREET                  ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530541,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:35,,,40.69819,-73.96191,"(40.69819, -73.96191)",CLASSON AVENUE                  ,,,0,0,0,0,0,0,0,0,Passing Too Closely,Passing Too Closely,,,,3530073,Tractor Truck Gasoline,,,,
09/29/2016,18:30,,,,,,CLEARVIEW EXPRESSWAY            ,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3529925,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,18:30,BROOKLYN,11207,40.680035,-73.9055,"(40.680035, -73.9055)",BROADWAY                        ,EASTERN PARKWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3534745,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,18:30,,,40.608307,-74.13132,"(40.608307, -74.13132)",STATEN ISLAND EXPRESSWAY        ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3531622,PASSENGER VEHICLE,,,,
09/29/2016,18:30,,,40.837864,-73.9114,"(40.837864, -73.9114)",MORRIS AVENUE                   ,,,0,0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,3529822,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:30,QUEENS,11417,40.68231,-73.84495,"(40.68231, -73.84495)",WOODHAVEN BOULEVARD             ,103 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529926,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:30,QUEENS,11356,40.781677,-73.83871,"(40.781677, -73.83871)",20 AVENUE                       ,130 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3533568,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,18:30,QUEENS,11356,40.78699,-73.84473,"(40.78699, -73.84473)",123 STREET                      ,13 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,3531496,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,18:30,MANHATTAN,10003,40.727867,-73.99315,"(40.727867, -73.99315)",LAFAYETTE STREET                ,EAST 4 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,Brakes Defective,,,,3530089,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,18:27,QUEENS,11416,40.686516,-73.84654,"(40.686516, -73.84654)",,,95-35     95 STREET                     ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:21,BROOKLYN,11219,40.639717,-73.99083,"(40.639717, -73.99083)",43 STREET                       ,12 AVENUE,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3530195,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:20,BROOKLYN,11238,40.682053,-73.96897,"(40.682053, -73.96897)",,,822       ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530017,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,18:19,QUEENS,11367,40.71991,-73.809044,"(40.71991, -73.809044)",PARSONS BOULEVARD               ,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529786,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:15,,,40.584854,-73.949875,"(40.584854, -73.949875)",SHORE PARKWAY                   ,EAST 19 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3531724,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:15,MANHATTAN,10040,40.855953,-73.927055,"(40.855953, -73.927055)",,,549       AUDUBON AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3535545,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,18:10,MANHATTAN,10036,40.758003,-73.985756,"(40.758003, -73.985756)",,,200       WEST 45 STREET                ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3530978,TAXI,,,,
09/29/2016,18:09,,,40.850555,-73.94672,"(40.850555, -73.94672)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530268,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,18:05,,,40.79737,-73.91981,"(40.79737, -73.91981)",TRIBOROUGH BRIDGE               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3531431,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,18:00,,,40.71194,-73.789474,"(40.71194, -73.789474)",,,173-38    HILLSIDE AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529839,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:00,QUEENS,11364,40.749004,-73.76419,"(40.749004, -73.76419)",58 AVENUE                       ,214 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3535799,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,18:00,QUEENS,11106,40.762527,-73.93805,"(40.762527, -73.93805)",35 AVENUE                       ,12 STREET,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3531039,PASSENGER VEHICLE,,,,
09/29/2016,18:00,BROOKLYN,11217,40.680733,-73.97451,"(40.680733, -73.97451)",BERGEN STREET                   ,6 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3530020,PASSENGER VEHICLE,,,,
09/29/2016,18:00,BROOKLYN,11216,40.672527,-73.95026,"(40.672527, -73.95026)",STERLING PLACE                  ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3530860,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,18:00,BROOKLYN,11215,40.670544,-73.97191,"(40.670544, -73.97191)",,,28        PROSPECT PARK WEST            ,0,0,0,0,0,0,0,0,Unspecified,,,,,3530019,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,18:00,BROOKLYN,11210,40.636627,-73.94226,"(40.636627, -73.94226)",BROOKLYN AVENUE                 ,FARRAGUT ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3533450,Ambulance,PK,,,
09/29/2016,18:00,BRONX,10451,40.826283,-73.92566,"(40.826283, -73.92566)",GERARD AVENUE                   ,EAST 158 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529825,PASSENGER VEHICLE,,,,
09/29/2016,17:50,,,40.881306,-73.88288,"(40.881306, -73.88288)",JEROME AVENUE                   ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3530639,PASSENGER VEHICLE,,,,
09/29/2016,17:50,,,40.764317,-73.72304,"(40.764317, -73.72304)",LITTLE NECK PARKWAY             ,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3529800,PASSENGER VEHICLE,,,,
09/29/2016,17:50,QUEENS,11413,40.68269,-73.753174,"(40.68269, -73.753174)",LUCAS STREET                    ,RIDGEDALE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529823,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,17:50,MANHATTAN,10033,40.848938,-73.93708,"(40.848938, -73.93708)",WEST 179 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,Unspecified,,,3531882,PASSENGER VEHICLE,,,,
09/29/2016,17:46,,,40.656944,-73.88082,"(40.656944, -73.88082)",COZINE AVENUE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3530003,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
