DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,12:45,BROOKLYN,11208,40.67059,-73.876114,"(40.67059, -73.876114)",MILFORD STREET                  ,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Failure to Yield Right-of-Way,,,,3529981,PASSENGER VEHICLE,,,,
09/29/2016,12:40,,,40.800552,-73.958206,"(40.800552, -73.958206)",WEST 110 STREET                 ,CENTRAL PARK WEST,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3530057,TAXI,,,,
09/29/2016,12:39,,,40.732445,-74.00547,"(40.732445, -74.00547)",,,GROVE STREET                            ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3530229,PASSENGER VEHICLE,FIRE TRUCK,,,
09/29/2016,12:38,BROOKLYN,11212,40.654224,-73.91531,"(40.654224, -73.91531)",LINDEN BOULEVARD                ,EAST 95 STREET,,2,0,0,0,0,0,2,0,Unspecified,,,,,3533444,PASSENGER VEHICLE,,,,
09/29/2016,12:38,QUEENS,11375,40.71679,-73.84308,"(40.71679, -73.84308)",GREENWAY CIRCLE                 ,GREENWAY TERRACE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529560,PASSENGER VEHICLE,,,,
09/29/2016,12:37,,,40.71319,-73.82435,"(40.71319, -73.82435)",JUNCTION BOULEVARD              ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3529984,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,12:35,,,40.602806,-74.062874,"(40.602806, -74.062874)",VERRAZANO BRIDGE                ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3531287,PASSENGER VEHICLE,,,,
09/29/2016,12:35,BROOKLYN,11201,,,,GALLATIN PLACE                  ,LIVINGSTON STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3529629,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,12:30,,,40.72956,-73.87145,"(40.72956, -73.87145)",WOODHAVEN BOULEVARD             ,ELIOT AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3529869,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,12:30,,,40.705826,-73.79397,"(40.705826, -73.79397)",MERRICK BOULEVARD               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529847,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,12:30,QUEENS,11367,40.72924,-73.8152,"(40.72924, -73.8152)",,,71-20     KISSENA BOULEVARD             ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,3529782,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,12:30,QUEENS,11354,40.77365,-73.81532,"(40.77365, -73.81532)",150 STREET                      ,27 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,,,,3529537,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,12:30,MANHATTAN,10031,40.82309,-73.956345,"(40.82309, -73.956345)",WEST 138 STREET                 ,12 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3530914,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,12:30,MANHATTAN,10022,40.759235,-73.97247,"(40.759235, -73.97247)",,,385       PARK AVENUE                   ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530071,SPORT UTILITY / STATION WAGON,TAXI,,,
09/29/2016,12:30,BROOKLYN,11221,40.68796,-73.94194,"(40.68796, -73.94194)",THROOP AVENUE                   ,QUINCY STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529604,PASSENGER VEHICLE,,,,
09/29/2016,12:30,BROOKLYN,11205,40.697567,-73.95579,"(40.697567, -73.95579)",,,50        SPENCER STREET                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529585,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,12:25,BROOKLYN,11221,40.68977,-73.92613,"(40.68977, -73.92613)",,,832       QUINCY STREET                 ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3530084,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,12:16,BROOKLYN,11215,40.67456,-73.99177,"(40.67456, -73.99177)",,,34        2 AVENUE                      ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3531759,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,12:15,,,40.608776,-74.09113,"(40.608776, -74.09113)",RICHMOND ROAD                   ,CLOVE ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529876,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,12:15,BRONX,10455,40.810486,-73.905075,"(40.810486, -73.905075)",TIMPSON PLACE                   ,EAST 147 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530096,PASSENGER VEHICLE,,,,
09/29/2016,12:05,STATEN ISLAND,10309,40.53382,-74.203735,"(40.53382, -74.203735)",DARLINGTON AVENUE               ,FOSTER ROAD,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,Unspecified,,,3531894,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,12:00,,,40.71378,-73.82502,"(40.71378, -73.82502)",132 STREET                      ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Passing or Lane Usage Improper,,,,3529958,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,12:00,,,,,,THROGS NECK BRIDGE              ,LONG ISLAND SOUND,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3533789,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
09/29/2016,12:00,BROOKLYN,11228,40.615383,-74.01613,"(40.615383, -74.01613)",86 STREET                       ,12 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,Unspecified,,,3529916,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,11:57,MANHATTAN,10030,40.815693,-73.948685,"(40.815693, -73.948685)",WEST 133 STREET                 ,SAINT NICHOLAS AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3532124,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,11:55,BROOKLYN,11230,40.61257,-73.97372,"(40.61257, -73.97372)",RYDER AVENUE                    ,MC DONALD AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3530177,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,11:46,BRONX,10451,40.827812,-73.925934,"(40.827812, -73.925934)",RIVER AVENUE                    ,EAST 161 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3529816,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,11:45,MANHATTAN,10016,40.74544,-73.9754,"(40.74544, -73.9754)",EAST 35 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529811,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,11:40,,,40.828957,-73.842064,"(40.828957, -73.842064)",CROSS BRONX EXPY                ,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3533335,PASSENGER VEHICLE,,,,
09/29/2016,11:38,,,40.693436,-73.95217,"(40.693436, -73.95217)",NOSTRAND AVENUE                 ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529594,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,11:36,MANHATTAN,10012,40.72266,-73.997986,"(40.72266, -73.997986)",CROSBY STREET                   ,SPRING STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3530325,OTHER,,,,
09/29/2016,11:35,BRONX,10460,40.84574,-73.88784,"(40.84574, -73.88784)",PROSPECT AVENUE                 ,EAST 179 STREET,,1,0,0,0,1,0,0,0,Passing Too Closely,Unspecified,,,,3540892,PASSENGER VEHICLE,BICYCLE,,,
09/29/2016,11:35,MANHATTAN,10003,40.734264,-73.99166,"(40.734264, -73.99166)",,,50        EAST 13 STREET                ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3530228,Box Truck,Box Truck,,,
09/29/2016,11:35,BROOKLYN,11235,40.583126,-73.95405,"(40.583126, -73.95405)",,,1401      EMMONS AVENUE                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3531725,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE
09/29/2016,11:35,BROOKLYN,11226,40.640705,-73.952385,"(40.640705, -73.952385)",EAST 26 STREET                  ,AVENUE D,,0,0,0,0,0,0,0,0,Unspecified,,,,,3533468,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,11:32,BROOKLYN,11215,40.676285,-73.98701,"(40.676285, -73.98701)",1 STREET                        ,3 AVENUE,,0,0,0,0,0,0,0,0,Obstruction/Debris,Unspecified,,,,3530027,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,11:30,,,40.69624,-73.99004,"(40.69624, -73.99004)",CADMAN PLAZA EAST               ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529562,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,11:30,QUEENS,11354,40.758873,-73.83013,"(40.758873, -73.83013)",,,135-33    40 ROAD                       ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529535,PASSENGER VEHICLE,,,,
09/29/2016,11:30,MANHATTAN,10027,,,,MARGINAL STREET                 ,ST CLAIRE PL,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3541551,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,11:21,QUEENS,11422,40.65293,-73.73205,"(40.65293, -73.73205)",257 STREET                      ,149 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529957,PASSENGER VEHICLE,,,,
09/29/2016,11:20,,,40.709747,-73.82057,"(40.709747, -73.82057)",VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,Following Too Closely,Following Too Closely,,3529974,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
09/29/2016,11:20,MANHATTAN,10019,,,,WEST 58 STREET                  ,12 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3546115,Carry All,Carry All,,,
09/29/2016,11:20,MANHATTAN,10019,40.77099,-73.99092,"(40.77099, -73.99092)",WEST 58 STREET                  ,11 AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3542580,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,11:18,QUEENS,11434,40.66421,-73.767265,"(40.66421, -73.767265)",145 DRIVE                       ,178 PLACE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529951,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,11:15,,,40.702496,-73.81303,"(40.702496, -73.81303)",139 STREET                      ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3529845,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,11:15,,,40.67633,-73.92764,"(40.67633, -73.92764)",ROCHESTER AVENUE                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529855,PASSENGER VEHICLE,,,,
09/29/2016,11:15,QUEENS,11101,40.744026,-73.92616,"(40.744026, -73.92616)",39 STREET                       ,HUNTERS POINT AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,Unspecified,,,3530684,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,11:14,BROOKLYN,11229,40.606667,-73.949844,"(40.606667, -73.949844)",AVENUE R                        ,EAST 23 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3531753,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
09/29/2016,11:13,,,40.786785,-73.80971,"(40.786785, -73.80971)",CROSS ISLAND PARKWAY            ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Traffic Control Disregarded,,,,3529587,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
09/29/2016,11:11,BRONX,10454,40.799763,-73.90969,"(40.799763, -73.90969)",LOCUST AVENUE                   ,EAST 134 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530095,PASSENGER VEHICLE,,,,
09/29/2016,11:10,MANHATTAN,10002,40.719948,-73.98791,"(40.719948, -73.98791)",,,108       RIVINGTON STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3530465,TAXI,TAXI,,,
09/29/2016,11:00,QUEENS,11433,40.697117,-73.78954,"(40.697117, -73.78954)",,,108-03    164 PLACE                     ,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inexperience,,,,3531410,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,11:00,QUEENS,11418,40.69646,-73.83697,"(40.69646, -73.83697)",,,87-57     111 STREET                    ,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529675,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
09/29/2016,11:00,QUEENS,11372,40.747864,-73.88183,"(40.747864, -73.88183)",,,84-17     ROOSEVELT AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529694,Ambulance,Box Truck,,,
09/29/2016,11:00,QUEENS,11102,40.76615,-73.919785,"(40.76615, -73.919785)",33 STREET                       ,30 AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3529617,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,11:00,BROOKLYN,11216,40.67327,-73.9474,"(40.67327, -73.9474)",PARK PLACE                      ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530482,PASSENGER VEHICLE,,,,
09/29/2016,11:00,BROOKLYN,11205,40.69802,-73.97499,"(40.69802, -73.97499)",,,63        FLUSHING AVENUE               ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529802,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,11:00,BROOKLYN,11201,40.68481,-73.99177,"(40.68481, -73.99177)",SMITH STREET                    ,BALTIC STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3532013,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,10:53,,,40.8464,-73.89338,"(40.8464, -73.89338)",EAST TREMONT AVENUE             ,ARTHUR AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530065,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:50,BROOKLYN,11201,40.695908,-73.98322,"(40.695908, -73.98322)",TILLARY STREET                  ,GOLD STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Following Too Closely,,,,3529611,PICK-UP TRUCK,,,,
09/29/2016,10:50,BROOKLYN,11218,40.6466,-73.97033,"(40.6466, -73.97033)",CHURCH AVENUE                   ,EAST 10 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3530922,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,10:45,BROOKLYN,11208,40.67173,-73.87926,"(40.67173, -73.87926)",SUTTER AVENUE                   ,BERRIMAN STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529372,PASSENGER VEHICLE,,,,
09/29/2016,10:42,BROOKLYN,11217,40.680107,-73.97457,"(40.680107, -73.97457)",,,255       FLATBUSH AVENUE               ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3530025,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:40,MANHATTAN,10024,40.783833,-73.97192,"(40.783833, -73.97192)",,,37        WEST 83 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3529796,PASSENGER VEHICLE,,,,
09/29/2016,10:35,,,,,,KINGS HIGHWAY                   ,AVENUE K,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3530246,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:35,,,40.880283,-73.88269,"(40.880283, -73.88269)",EAST 208 STREET                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3529583,PASSENGER VEHICLE,,,,
09/29/2016,10:30,,,40.700657,-73.757965,"(40.700657, -73.757965)",197 STREET                      ,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3529978,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
09/29/2016,10:30,,,,,,,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529554,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,10:30,,,40.60292,-74.16292,"(40.60292, -74.16292)",,,1847      RICHMOND AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,3529568,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,10:30,,,,,,BRONX WHITESTONE BRIDGE         ,TOLL PLAZA,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,3538517,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,TAXI,,
09/29/2016,10:30,MANHATTAN,10037,40.813915,-73.93477,"(40.813915, -73.93477)",EAST 138 STREET                 ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3532287,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:30,MANHATTAN,10010,40.737606,-73.980286,"(40.737606, -73.980286)",,,316       EAST 23 STREET                ,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3534210,PASSENGER VEHICLE,,,,
09/29/2016,10:30,BROOKLYN,11212,40.65622,-73.913155,"(40.65622, -73.913155)",EAST 98 STREET                  ,STRAUSS STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529835,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,10:29,BROOKLYN,11230,40.613056,-73.95816,"(40.613056, -73.95816)",AVENUE O                        ,EAST 16 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,3530929,SPORT UTILITY / STATION WAGON,MOTORCYCLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
09/29/2016,10:23,BROOKLYN,11230,40.61915,-73.97187,"(40.61915, -73.97187)",EAST 4 STREET                   ,AVENUE L,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3530178,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,10:20,BROOKLYN,11201,40.690292,-73.98444,"(40.690292, -73.98444)",DUFFIELD STREET                 ,FULTON STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,3529667,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,10:20,BRONX,10454,40.803593,-73.919785,"(40.803593, -73.919785)",SAINT ANNS AVENUE               ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3530101,PASSENGER VEHICLE,,,,
09/29/2016,10:19,BROOKLYN,11215,40.670467,-73.98374,"(40.670467, -73.98374)",,,372       6 STREET                      ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3530026,PASSENGER VEHICLE,PICK-UP TRUCK,,,
09/29/2016,10:16,MANHATTAN,10029,40.79676,-73.9451,"(40.79676, -73.9451)",PARK AVENUE                     ,EAST 112 STREET,,2,0,0,0,0,0,2,0,Outside Car Distraction,Following Too Closely,,,,3529743,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,10:15,STATEN ISLAND,10301,40.640564,-74.07672,"(40.640564, -74.07672)",,,54        CENTRAL AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3532423,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,10:10,,,40.812138,-73.96636,"(40.812138, -73.96636)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3532229,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,10:10,MANHATTAN,10009,40.725304,-73.98359,"(40.725304, -73.98359)",,,502       EAST 6 STREET                 ,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3529863,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,10:06,BROOKLYN,11226,40.650387,-73.95872,"(40.650387, -73.95872)",CHURCH AVENUE                   ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3531257,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:05,,,40.888596,-73.89068,"(40.888596, -73.89068)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3531170,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:05,,,40.77224,-73.92744,"(40.77224, -73.92744)",18 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3529763,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,10:05,BROOKLYN,11224,40.57568,-74.007744,"(40.57568, -74.007744)",NAUTILUS AVENUE                 ,HIGHLAND AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,3529409,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,10:05,BROOKLYN,11219,40.638176,-74.001884,"(40.638176, -74.001884)",,,930       52 STREET                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3531100,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
09/29/2016,10:02,MANHATTAN,10018,40.755867,-73.998215,"(40.755867, -73.998215)",WEST 36 STREET                  ,10 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3531552,TAXI,PASSENGER VEHICLE,,,
09/29/2016,10:00,,,40.836555,-73.87135,"(40.836555, -73.87135)",CROSS BRONX EXPRESSWAY          ,NOBLE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529582,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:00,QUEENS,11374,40.713394,-73.85956,"(40.713394, -73.85956)",WOODHAVEN BOULEVARD             ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530000,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:00,BROOKLYN,11233,40.67939,-73.92535,"(40.67939, -73.92535)",SUMPTER STREET                  ,PATCHEN AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3531201,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:00,BROOKLYN,11230,40.611332,-73.97391,"(40.611332, -73.97391)",,,277       AVENUE O                      ,0,0,0,0,0,0,0,0,Unspecified,,,,,3529649,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,10:00,BROOKLYN,11201,40.68902,-73.98617,"(40.68902, -73.98617)",SCHERMERHORN STREET             ,HOYT STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Backing Unsafely,,,,3530529,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,0:58,,,40.753677,-73.914474,"(40.753677, -73.914474)",48 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3529101,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,0:45,,,40.867878,-73.893005,"(40.867878, -73.893005)",GRAND CONCOURSE                 ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3531306,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,0:40,QUEENS,11354,40.767754,-73.83193,"(40.767754, -73.83193)",32 AVENUE                       ,LINDEN PLACE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3529557,PASSENGER VEHICLE,,,,
09/29/2016,0:30,QUEENS,11418,40.69902,-73.840195,"(40.69902, -73.840195)",,,85-47     109 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3529411,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,0:25,MANHATTAN,10025,40.79722,-73.96993,"(40.79722, -73.96993)",WEST 100 STREET                 ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3530072,PASSENGER VEHICLE,,,,
09/29/2016,0:22,,,40.780136,-73.988266,"(40.780136, -73.988266)",HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inexperience,,,,,3529795,PASSENGER VEHICLE,,,,
09/29/2016,0:15,BROOKLYN,11219,40.6277,-73.99974,"(40.6277, -73.99974)",13 AVENUE                       ,62 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3540292,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
09/29/2016,0:15,BROOKLYN,11219,40.6277,-73.99974,"(40.6277, -73.99974)",13 AVENUE                       ,62 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3538807,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
